"","Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","group","Altitude","sex","stage","method","file.name","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","osci.small","osci.med","osci.large","Length","Uploaded","Other_species1","Other_species2","Remarks","Bird_seen","animal.seen","Playback_used","temp","regnr","auto","dvc","mic","smp","Other_species","Other_species3","Other_species4","Other_species5","sound.files"
"11","522379","Chrysococcyx","cupreus","","African Emerald Cuckoo","Étienne Leroy","Ivory Coast","Forêt classée du Mont Tonkoui, Man, Montagnes District",7.4498,-7.6382,"song","https://xeno-canto.org/522379/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/522379","A","10:00","2020-01-11","birds","1100","","adult","field recording","XC522379-200111-Coucou folioticol@Mont Tonkpoui.mp3","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC522379-small.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC522379-med.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC522379-large.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC522379-full.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC522379-small.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC522379-med.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC522379-large.png","0:13","2020-01-26",NA,NA,"","yes","yes","no","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-522379.mp3"
"12","486574","Chrysococcyx","cupreus","","African Emerald Cuckoo","Bram Piot","Senegal","Essil, Ziguinchor, Casamance",12.5161,-16.4333,"song","https://xeno-canto.org/486574/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/486574","A","08:15","2019-07-04","birds","10","","","field recording","XC486574-AfricanEmeraldCuckoo_Essil_190705_0333_edited.mp3","//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC486574-small.png","//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC486574-med.png","//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC486574-large.png","//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC486574-full.png","//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC486574-small.png","//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC486574-med.png","//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC486574-large.png","0:39","2019-07-11","Eurillas virens","Psittacula krameri","","no","no","no","","","no","","","44100",NA,"Halcyon malimbica",NA,NA,"Chrysococcyx-cupreus-486574.mp3"
"13","399979","Chrysococcyx","cupreus","","African Emerald Cuckoo","Patrik Åberg","Ghana","Kakum NP",5.35,-1.38,"song","https://xeno-canto.org/399979/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/399979","A","08:42","2017-11-04","birds","140","","","field recording","XC399979-African Emerald Cuckoo-sång-Kakum-(2017-11-04 08.42)-LS142471.mp3","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC399979-small.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC399979-med.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC399979-large.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC399979-full.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/wave/XC399979-small.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/wave/XC399979-med.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/wave/XC399979-large.png","1:23","2018-01-21",NA,NA,"","yes","yes","no","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-399979.mp3"
"14","399950","Chrysococcyx","cupreus","","African Emerald Cuckoo","Patrik Åberg","Ghana","Atewa Range, Ghana",6.2401,-0.557,"song","https://xeno-canto.org/399950/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/399950","A","15:03","2017-11-12","birds","800","","","field recording","XC399950-African Emerald Cuckoo; Red trumped Tinkerbird-sång-Atewa range FR-(2017-11-12 15.03)-LS142685.mp3","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC399950-small.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC399950-med.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC399950-large.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC399950-full.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/wave/XC399950-small.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/wave/XC399950-med.png","//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/wave/XC399950-large.png","1:09","2018-01-21",NA,NA,"","yes","yes","unknown","","","no","","","44100","Pogoniulus atroflavus",NA,NA,NA,"Chrysococcyx-cupreus-399950.mp3"
"15","351743","Chrysococcyx","cupreus","","African Emerald Cuckoo","Hans Matheve","Ghana","Nyamibe Forest (South)",6.1043,-1.3486,"song","https://xeno-canto.org/351743/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/351743","A","?","2016-04-14","birds","200","","","field recording","XC351743-African Emerald Cuckoo (song, Ghana, Nyamebe, apr2016, 1).MP3","//xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC351743-small.png","//xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC351743-med.png","//xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC351743-large.png","//xeno-canto.org/sounds/uploaded/VROUALCTKG/ffts/XC351743-full.png","//xeno-canto.org/sounds/uploaded/VROUALCTKG/wave/XC351743-small.png","//xeno-canto.org/sounds/uploaded/VROUALCTKG/wave/XC351743-med.png","//xeno-canto.org/sounds/uploaded/VROUALCTKG/wave/XC351743-large.png","0:53","2017-01-21",NA,NA,"","unknown","unknown","unknown","","","no","","","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-351743.mp3"
"16","337884","Chrysococcyx","cupreus","insularum","African Emerald Cuckoo","Philippe Verbelen","Sao Tome","Monte Carmo, Sao Tome",0.1502,6.5823,"song","https://xeno-canto.org/337884/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/337884","A","12:00","2016-08-10","birds","130","","","field recording","XC337884-0810-1143 African Emerald Cuckoo and ST Sbird Mt Carmo edited PV.mp3","//xeno-canto.org/sounds/uploaded/AKJUTKUZTB/ffts/XC337884-small.png","//xeno-canto.org/sounds/uploaded/AKJUTKUZTB/ffts/XC337884-med.png","//xeno-canto.org/sounds/uploaded/AKJUTKUZTB/ffts/XC337884-large.png","//xeno-canto.org/sounds/uploaded/AKJUTKUZTB/ffts/XC337884-full.png","//xeno-canto.org/sounds/uploaded/AKJUTKUZTB/wave/XC337884-small.png","//xeno-canto.org/sounds/uploaded/AKJUTKUZTB/wave/XC337884-med.png","//xeno-canto.org/sounds/uploaded/AKJUTKUZTB/wave/XC337884-large.png","0:43","2016-10-12",NA,NA,"location is approximate, close to forest edge - never heard here in deep forest","no","no","no","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-337884.mp3"
"17","336131","Chrysococcyx","cupreus","","African Emerald Cuckoo","Étienne Leroy","Ivory Coast","Parc National d'Azagny ",5.2227,-4.8148,"song","https://xeno-canto.org/336131/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/336131","A","11:00","2016-09-17","birds","10","","","field recording","XC336131-160917-Coucou folioticol4@Azagnie.mp3","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC336131-small.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC336131-med.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC336131-large.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC336131-full.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC336131-small.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC336131-med.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC336131-large.png","0:40","2016-09-26",NA,NA,"Same bird as XC336129, with a different rythm.","yes","yes","no","","","no","","","44100","Lamprotornis splendidus",NA,NA,NA,"Chrysococcyx-cupreus-336131.mp3"
"18","336129","Chrysococcyx","cupreus","","African Emerald Cuckoo","Étienne Leroy","Ivory Coast","Parc National d'Azagny ",5.2227,-4.8148,"song","https://xeno-canto.org/336129/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/336129","A","11:00","2016-09-17","birds","10","","","field recording","XC336129-160917-Coucou folioticol3@Azagnie.mp3","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC336129-small.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC336129-med.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC336129-large.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC336129-full.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC336129-small.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC336129-med.png","//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC336129-large.png","0:25","2016-09-26",NA,NA,"Bird singing on a bare tree, and observed very well.","yes","yes","no","","","no","","","44100","Lamprotornis splendidus",NA,NA,NA,"Chrysococcyx-cupreus-336129.mp3"
"19","300105","Chrysococcyx","cupreus","","African Emerald Cuckoo","Peter Boesman","Ethiopia","Harenna Forest",6.642753,39.733419,"song","https://xeno-canto.org/300105/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/300105","A","11:00","2015-12-10","birds","","","","field recording","XC300105-LS_50096 African Emerald Cuckoo song A.mp3","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC300105-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC300105-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC300105-large.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC300105-full.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC300105-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC300105-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC300105-large.png","0:58","2016-01-20",NA,NA,"","unknown","unknown","unknown","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-300105.mp3"
"20","300104","Chrysococcyx","cupreus","","African Emerald Cuckoo","Peter Boesman","Ethiopia","Harenna Forest",6.642753,39.733419,"song","https://xeno-canto.org/300104/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//xeno-canto.org/300104","A","11:00","2015-12-10","birds","","","","field recording","XC300104-LS_50095 African Emerald Cuckoo song A.mp3","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC300104-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC300104-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC300104-large.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC300104-full.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC300104-small.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC300104-med.png","//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC300104-large.png","0:23","2016-01-20",NA,NA,"","unknown","unknown","unknown","","","no","","","44100",NA,NA,NA,NA,"Chrysococcyx-cupreus-300104.mp3"
"21","237571","Chrysococcyx","cupreus","","African Emerald Cuckoo","Martin St-Michel","Uganda","Mubwindi trail, Ruhija, Bwindi Impenetrable Forest",-1.07,29.763,"song","https://xeno-canto.org/237571/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/237571","A","10:15","2015-02-27","birds","2200","","","field recording","XC237571-Chrysococcyx cupreus (Mubwindi-2015-02-27-10h15) LS114326.mp3","//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237571-small.png","//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237571-med.png","//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237571-large.png","//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237571-full.png","//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC237571-small.png","//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC237571-med.png","//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC237571-large.png","0:15","2015-04-28",NA,NA,"Same individual featured in XC237570. Habitat: primary montane forest.","no","no","yes","","","no","","","44100","Eurillas latirostris",NA,NA,NA,"Chrysococcyx-cupreus-237571.mp3"
"22","811150","Chrysococcyx","cupreus","","African Emerald Cuckoo","GABRIEL LEITE","Kenya","Highridge (near  Nairobi), Westlands, Nairobi County",-1.2419,36.8229,"song","https://xeno-canto.org/811150/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/811150","B","07:00","2023-06-08","birds","1700","male","adult","field recording","XC811150-Chrysococcyx-cupreus_Nairobi_3157.wav","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC811150-small.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC811150-med.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC811150-large.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC811150-full.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC811150-small.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC811150-med.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC811150-large.png","0:20","2023-06-24",NA,NA,"","yes","yes","yes","","","no","Mix Pre 3","Sennheiser 67","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-811150.mp3"
"23","810996","Chrysococcyx","cupreus","","African Emerald Cuckoo","GABRIEL LEITE","Kenya","Kakamega Forest Reserve",0.352,34.861,"song","https://xeno-canto.org/810996/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//xeno-canto.org/810996","B","07:00","2023-06-05","birds","1600","uncertain","adult","field recording","XC810996-Chrysococyx-cupreus_Kakamega_3007.wav","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC810996-small.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC810996-med.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC810996-large.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC810996-full.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC810996-small.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC810996-med.png","//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC810996-large.png","0:20","2023-06-24",NA,NA,"","yes","yes","yes","","","no","Mix Pre 3","Sennheiser 67","48000",NA,NA,NA,NA,"Chrysococcyx-cupreus-810996.mp3"
