"filename","s1_maxfreq","s2_maxfreq","s1_minfreq","s2_minfreq","s1_peakfreq","s2_peakfreq","s1_specentropy","s2_specentropy","s1_maxslope","s2_maxslope","s1_minslope","s2_minslope"
"ind_20",3.15543154468906,3.03439503285973,2.08962008977996,2.15168211885058,2.43089107053292,2.25496578755779,0.507775795996243,0.511469001730199,0.517947976943229,1.33903900820521,-0.562130317697657,-0.503354552618744
"ind_21",3.65617170384599,2.89074612219607,1.92186558153416,2.17291204234281,2.45753776290158,2.26431810300067,0.546668854228075,0.483230991736504,0.485311786148878,1.12947297951094,-0.615851672443777,-0.240034333541642
"ind_21",3.5907593474188,2.92018592732658,1.86942318141631,2.16697678661321,2.45068639356675,2.24979700020367,0.55034692235848,0.484947050037905,0.49292710265586,1.10888347406347,-0.62246938705647,-0.275861192572471
"ind_22",3.0418547138022,2.91392673674826,2.18916602759057,2.14165357378198,2.39775004866676,2.31683177583792,0.572141741029051,0.515671832893512,0.443715451460132,1.29333765114341,-0.416991048069959,-0.433240093594362
"ind_22",3.00115172738764,2.95433894106709,2.12835440838829,2.13446553248315,2.39638153164407,2.33396343710953,0.57778092496868,0.515796089460022,0.42260897587831,1.21923395958633,-0.455072021229976,-0.416206280110348
"ind_23",3.19416153538094,3.0773059315454,1.86642815469194,2.16720478706148,2.43418707278198,2.07246855796469,0.545301239983829,0.499644639554556,0.435509266761373,1.20393577613564,-0.418611250426652,-0.296480879615039
"ind_23",3.15716333938586,3.079743424185,1.91094320146514,2.16289431318777,2.42420310935895,2.0840242475811,0.547769393132219,0.497746101486576,0.428893856579835,1.16734171705951,-0.468783181125125,-0.33368719791229
"ind_24",3.35609910200532,3.1570502515145,2.05816382021961,2.1406571579441,2.46404544427645,2.15405953113245,0.581841103834645,0.493273815450885,0.325676899593681,1.36299215176984,-0.346060043882211,-0.433988234012508
"ind_24",3.45027316128034,3.16472542737801,2.05044353563267,2.13706089289167,2.44853390433104,2.16514709057744,0.573320443386079,0.500741103478648,0.307034590593436,1.35832235353437,-0.350299461132988,-0.412856659075058
"ind_25",3.3354758075568,3.08819349666592,2.09351820930403,2.17174832709361,2.48115739342335,2.22190043058411,0.555285125848128,0.515164354319977,0.317745065590232,1.19675934038954,-0.648168642926065,-0.280703636281287
"ind_25",3.39342599605623,3.13098993386655,2.06510691101878,2.17431894995342,2.48972603255999,2.21081596248172,0.553935868718043,0.51483339040805,0.321744050167108,1.24778097054062,-0.649919713817093,-0.286494929806554
"ind_26",3.0978443341906,3.08215335219612,1.8709715715456,2.17313292723465,2.47418532524026,2.1289335031778,0.571224879327398,0.493616204035058,0.388369531212802,1.06936784721625,-0.594483855748755,-0.543644685352562
"ind_26",3.10375340916987,3.11036615029016,1.83743979783764,2.17130881612822,2.48092217906591,2.17160896382306,0.566887757924856,0.49560471862169,0.388116726861341,1.04696109288601,-0.568036177645008,-0.537665574147477
"ind_27",3.42001441565458,2.92733958388072,1.75596497295856,2.19774694072643,2.48063191786366,2.4287642801974,0.519740479637253,0.516282129943085,0.392076698635076,1.08779747307241,-0.643522750075309,-0.446993551328005
"ind_27",3.33845248788059,2.95788793364693,1.73703486884227,2.19628483663797,2.48802916915702,2.41043238611736,0.529714138266443,0.51200734701076,0.355926939775369,1.10121705509124,-0.63895938342092,-0.444364328032074
"ind_28",3.22311333153533,3.25759836035068,2.00169945271279,2.19343128892278,2.48253516209654,2.32017686164566,0.546692092316196,0.535885939358088,0.509315165371334,1.07459792460244,-0.433840658785906,-0.412663742196684
"ind_28",3.18442592290928,3.2833876486337,1.95876962308499,2.18635652995702,2.48217830147733,2.32227024973467,0.549150898366765,0.53246073767564,0.498587530632372,1.03921149138372,-0.438443349751397,-0.388749823277188
"ind_28",3.24147657049605,3.26221885374889,2.02202055689796,2.18463583786614,2.46678731479113,2.32121813451063,0.557532899000448,0.529633254062011,0.487692789324518,1.11272238594774,-0.422472714928891,-0.422259577053878
"ind_29",3.02976807606982,3.09207723517097,1.96218610258058,2.18989991071547,2.44206219701191,2.48145568649646,0.602452565202809,0.516714401453958,0.35357929303216,1.08445022219936,-0.373156580768683,-0.360801778988178
"ind_29",3.02367462069596,3.02857827682679,1.93503600198679,2.19452041160821,2.43622946991886,2.50812012441164,0.599035870829042,0.52233969807906,0.349801459832316,1.13950082190779,-0.391449475186235,-0.358555117330461
"ind_29",3.06900832812072,3.05021855307887,1.94226141783813,2.19169100371433,2.43585439679808,2.51385237354984,0.599867193188886,0.511718643402957,0.354473548678204,1.16589373661234,-0.383241864084633,-0.370885132958213
"ind_30",3.52978722028399,2.98213205249919,1.99649800711533,2.19600254513266,2.41772639046488,2.34206204148586,0.561342361130463,0.501835982171495,0.400869979698309,0.986570075639958,-0.59408802605784,-0.369983350336552
"ind_30",3.53859213623072,2.96304775830638,1.92929968268794,2.19971764301569,2.4105807685637,2.32695949166363,0.564437379536617,0.503083332002272,0.386648304028998,0.93368510719573,-0.591237608508087,-0.369350788526186
"ind_30",3.49742716552977,3.02319769337049,1.93874033028528,2.19865817738871,2.42519841556247,2.31909888235883,0.56579007865667,0.504916378619821,0.393600840609727,0.899075925954633,-0.578676678538548,-0.380101881633312
"ind_31",3.24425388576823,3.08236032119078,2.01443414213272,2.17275574108088,2.4276869871227,2.28852743436368,0.565169485952485,0.517833913231678,0.502999131692886,1.01502222595837,-0.577078516404659,-0.342422627330287
"ind_31",3.16166203916015,3.07599015261179,2.01593733199494,2.1729258214319,2.41952989540857,2.2361638307443,0.571418778304901,0.51919123163954,0.503274873013722,1.13119390228831,-0.573271914381206,-0.3583950781761
"ind_31",3.20660395651919,3.09440876161851,2.00540464059793,2.18385648707345,2.42878710306754,2.22513613804221,0.563770923782405,0.51718620079211,0.506613491374029,1.05499284165585,-0.551129524972093,-0.334864393951802
"ind_32",3.23154045444392,2.94809914161477,1.97601210938549,2.19573119976286,2.45696092843453,2.40500628223167,0.559665215443966,0.499205364952799,0.411231465318334,0.999293807321978,-0.375841777080946,-0.465129180895311
"ind_32",3.27044673409121,2.94812806097925,1.94691980402529,2.20349001502655,2.45995439358042,2.39702980294416,0.554118809802302,0.498075739186789,0.426818777191177,0.994568253442708,-0.328725474757924,-0.43613663959014
"ind_32",3.22667310233602,2.92516096826008,1.99411211625739,2.19859852817354,2.4572508717132,2.39652051273,0.568623673638746,0.501699389551381,0.417067661975689,0.983107759769956,-0.342604269672894,-0.47446470647163
"ind_33",3.32230485579488,3.01314599408495,2.0490938543516,2.16107595968857,2.45685007277939,2.16984774887311,0.524542788441411,0.501287427216347,0.511109505111159,1.51084728345333,-0.41315970374046,-0.438244969974235
"ind_33",3.37148110262375,3.02275662158689,1.99630050706353,2.15941141108736,2.4642291172967,2.20618553371918,0.518276843881664,0.500116689738263,0.527630872700081,1.53206346885892,-0.420589530891662,-0.45257625628073
"ind_33",3.33073185594822,3.05446269219751,2.09188545428707,2.15802029970281,2.45085527683684,2.18234537646988,0.532915261255661,0.500975279477576,0.503159596818552,1.50835916411581,-0.414593323475166,-0.474316101368261
"ind_34",3.3883545244046,3.15307330145486,2.2010933942122,2.18387132618587,2.45824957896013,2.30913294921491,0.522600631758411,0.476784879920905,0.460455198514833,0.930641054921727,-0.464560533921857,-0.469014847778475
"ind_34",3.34279879355685,3.14275202669374,2.17890311584438,2.17462630679437,2.45940690586352,2.3089584897137,0.528872449974943,0.478257747489318,0.431198686873003,0.90872573694096,-0.414602669086592,-0.464294179065025
"ind_34",3.36062312721125,3.19975611561662,2.21576700636062,2.17853083578076,2.44712240315018,2.28402642385715,0.533460911115555,0.481700328788053,0.485720582605001,0.949654219701197,-0.420758143428779,-0.487301027900431
"ind_35",3.16795492340567,2.98408131375711,2.10539932142219,2.1735274843427,2.42016437253517,2.35449462564522,0.516838889553926,0.476678675027794,0.355524001959052,1.3361861432532,-0.457540246087197,-0.364189000870611
"ind_35",3.14808685187922,3.01529024293041,2.13777369520014,2.16505015702285,2.42298974278696,2.37097493541179,0.512160361973572,0.479460826504855,0.3520022579751,1.3127104082605,-0.511159080388614,-0.351197294819077
"ind_35",3.17848109442998,2.98289797758132,2.03353530575114,2.17313968320904,2.42545395155827,2.34844906289116,0.508216209688279,0.478589837359024,0.379940740137303,1.28472783346555,-0.440484888547547,-0.366678077436488
"ind_36",3.25081956358263,3.15522801415409,2.31827526548924,2.15987999427757,2.43433417695709,2.33399977197232,0.56704327287927,0.504694214847409,0.316761418144581,1.16960603145167,-0.354285022547169,-0.295932358031149
"ind_36",3.27822525025107,3.12785202739294,2.34349017721943,2.16443842707301,2.44956347635215,2.31725870550006,0.574135079028703,0.504159558950928,0.302374563060467,1.20261797585948,-0.368776961266119,-0.307436926795554
"ind_36",3.28532245801445,3.1534140716094,2.34359043603206,2.1611180991333,2.4475968967724,2.29421841780264,0.572098399962518,0.504921505354784,0.352198623415259,1.19184657684248,-0.38717444684662,-0.314123436162094
"ind_37",3.32742473767989,3.03743304930981,1.96368392948598,2.11668801733398,2.48273228218931,2.38173679270017,0.586880876942474,0.507071426294266,0.500091426782904,1.22308724753798,-0.495536361270385,-0.404254356396524
"ind_37",3.36497315707652,3.05098375264231,1.93055088455388,2.12795088307673,2.48232919116552,2.41048433589862,0.589073809647124,0.501911547872667,0.52449880512931,1.2739094634411,-0.473128393867653,-0.392863098774888
"ind_37",3.40909772710726,3.04017482875648,1.97931200251898,2.12330087708634,2.48330691092424,2.43669941577288,0.568956167840126,0.504319372844852,0.500135620643331,1.24498351719117,-0.388458682402125,-0.402432196926729
"ind_38",3.1651891451044,3.21890355189948,1.9255811285162,2.21405227949549,2.47561334053045,2.17024825650597,0.551099353825474,0.504391671470129,0.458153887954637,1.16713120866986,-0.452536935763703,-0.283005205869565
"ind_38",3.16544796243369,3.17696243094124,1.93171179727931,2.20663752231917,2.47274653269572,2.16211340315478,0.548755230002067,0.502569439164003,0.471336844906939,1.14538097715935,-0.447011015607917,-0.307249015963406
"ind_38",3.28810924934825,3.20034655378609,1.98442404544469,2.21251326079957,2.4767622771078,2.23312527038802,0.546699171489938,0.507634571070183,0.439507744080887,1.1626485922636,-0.418928004799566,-0.293537169493666
"ind_39",3.29216111040755,3.14100272017141,1.88251481662697,2.17795618490799,2.47139288534051,2.24753972062014,0.525683904715091,0.494349633021021,0.400806950990268,1.02679367585788,-0.634822773032726,-0.521991137729293
"ind_39",3.1649534904389,3.16069583794194,1.87667512360394,2.17548339514375,2.4585119163999,2.21903732531402,0.530745277619306,0.494263322252888,0.414042363638749,0.992752676291742,-0.650334566808873,-0.503961945898824
"ind_39",3.32550055446213,3.13182411970143,1.88550865815019,2.17380649095199,2.48011915305807,2.26361961364597,0.521357746633511,0.497591797958036,0.405761759920267,1.02622093586643,-0.673029482495924,-0.512620471605189
"ind_40",3.35819557381868,3.00212062160055,1.91040470153186,2.1399888566063,2.49714267176783,2.05437638476136,0.560752072369928,0.498822160094734,0.438448805013475,1.07570967730725,-0.527746136082992,-0.472032964853109
"ind_40",3.33501007399654,2.97179666763991,1.94303067889791,2.13589492678323,2.48400345230965,2.02995291169274,0.562842712450609,0.503720005118694,0.435177830141807,1.03986304734734,-0.53002792915731,-0.464831057875573
"ind_40",3.26057755505816,2.95773451496262,1.96478653306442,2.1464370659783,2.50431391998049,2.02110911887493,0.558447561491168,0.49964400180097,0.42837496662291,1.05168879708405,-0.499807820202301,-0.488409588298677
"ind_41",2.81591755142402,2.99066847605993,1.97196186141601,2.19770393190819,2.43370204147322,2.12885434954219,0.52659556622943,0.506829497584167,0.387870823584457,1.17759719303355,-0.522533735159868,-0.42155670137506
"ind_41",2.83567855249347,2.94592696257488,2.04728466462786,2.20013829250265,2.42939385278818,2.18704195331561,0.534857234846937,0.508931639159419,0.393945974683058,1.14875532764852,-0.540335361054476,-0.432892457247892
"ind_41",2.82314316128217,2.93945350786259,2.03895996361057,2.20321959247096,2.42113131515693,2.16511326023846,0.543032015376373,0.503103211203334,0.415405518806968,1.16140252725386,-0.526628458124355,-0.416300847061093
"ind_42",3.17335797890041,3.09940413384689,2.05009070382721,2.20397130124406,2.42497557224326,2.37215872734238,0.517383982454928,0.530405090929296,0.357600676725895,1.11189552650163,-0.562438325921308,-0.409671836707275
"ind_42",3.19469636241043,3.14309457409801,2.0490149094428,2.20547850380959,2.4345884755999,2.39943167037233,0.519279256886667,0.529427289829957,0.335536203160725,1.14891165664859,-0.535335056190179,-0.433869819684568
"ind_42",3.11191916820194,3.15516583771954,2.03678447687335,2.20596601974338,2.42700832796724,2.33272313476989,0.520593404125899,0.524863959677752,0.33079237030736,1.13031094754394,-0.543337858960688,-0.430445707506814
"ind_43",3.05238835137171,2.93295709981679,1.76152867300418,2.15946711482528,2.42819499596551,2.37925955662191,0.534464442650194,0.503846098335285,0.471863956541838,1.25894817098624,-0.642994572131269,-0.49082394614857
"ind_43",3.15200157211765,2.88710828566806,1.7338733589524,2.16273643321025,2.41507507551709,2.38565802435475,0.535575563741932,0.503673526542063,0.439311578798592,1.30165715933843,-0.62922571037143,-0.51629239383229
"ind_43",3.10692619068248,2.89127923148658,1.72585598008628,2.15744539093316,2.41878727116535,2.40452480868391,0.542126063707191,0.506321408113687,0.450649702004094,1.32003837738681,-0.665816963805502,-0.489978758838415
"ind_44",3.0513094689097,3.12848910702925,2.00070375567284,2.16135267312558,2.45669841322053,2.38981735949952,0.522062054558452,0.515302752697215,0.35035345412961,1.10976752917053,-0.472147188538123,-0.344177775249808
"ind_44",3.10669510079054,3.11984847623943,1.97512249412986,2.15745530589154,2.46213393674346,2.3730290237159,0.524586758407635,0.511234448299487,0.351809413901533,1.11391774621581,-0.456864138062078,-0.361726753034865
"ind_44",3.01326482495831,3.13744856503392,2.01253267538747,2.163736543143,2.44669473617284,2.3993058145383,0.534166548385809,0.516239262846652,0.362977848211701,1.06881266320711,-0.470803565497888,-0.33027914735162
"ind_45",2.96357192607702,3.14976999941229,1.93386505875445,2.18095912171507,2.4496252985599,2.38087802522889,0.531448534905603,0.49535547716558,0.375144683401448,1.26959269520932,-0.189783154841107,-0.552889643959824
"ind_45",3.00690357537649,3.1074172959928,1.9842934279513,2.18954098785027,2.45273893610377,2.40478272139005,0.530279943570289,0.494017913954644,0.374833800154287,1.22657029692462,-0.181177146760361,-0.574746138662352
"ind_45",3.03379362410015,3.16455147754223,1.95074302953561,2.17783714152538,2.45090156896801,2.39464565106279,0.525975292282253,0.495580566193714,0.389195512874266,1.18611401037961,-0.176041146531649,-0.560034571750582
"ind_46",3.41466656082966,2.92602609240649,2.01034685180106,2.16616535420655,2.45941808410369,2.40588332775109,0.561789134692113,0.496672812939389,0.471937477968501,1.0153124673003,-0.316634230975481,-0.461484691286771
"ind_46",3.48003334146249,2.88856640133735,1.97577580962668,2.15284831125922,2.45629250787459,2.36564859422392,0.560281178393698,0.495629740669233,0.456643068884324,1.05024244947464,-0.352849606593105,-0.486612740965267
"ind_46",3.41419475546335,2.8617155726622,2.0103287270683,2.17771848283029,2.46463440861437,2.38103653914585,0.565759790735829,0.492398047791662,0.467109997710775,0.996610618166122,-0.304557294945752,-0.468459087505197
"ind_47",3.1744240846083,3.12312320946401,2.20992452748701,2.1798207628164,2.44622361326917,2.41291788399876,0.573864953363391,0.511867096286871,0.427853181443487,0.944996629699492,-0.456610792274532,-0.31453933133146
"ind_47",3.12909937746185,3.1452046682164,2.1571387698171,2.1801261644462,2.45146373177993,2.38783135543229,0.581544315847141,0.512664197448621,0.440811659132187,0.976808354913342,-0.410039848179199,-0.319661334351993
"ind_47",3.05397387887223,3.17215308945058,2.2141271131305,2.18523538995851,2.45043543881647,2.31503445988907,0.580745525306301,0.51249555930685,0.420658507187194,1.00061928889786,-0.414347012869029,-0.304772724349667
"ind_48",2.85835952892368,3.02363673786738,2.00578520298263,2.19736778901255,2.46790625375234,2.19605786060706,0.549267596032654,0.513587816276021,0.356186472403364,1.08909307119008,-0.39745515119483,-0.377361346617877
"ind_48",2.92644804776412,2.99735701877046,1.97405056113838,2.20613730173824,2.47554316414283,2.23168600995537,0.558153410137116,0.511330056120316,0.36534408097043,1.06861186929484,-0.373946040401638,-0.373401398967417
"ind_48",2.90106217449176,3.0273048000496,1.93534658942731,2.19493894064436,2.48061154723046,2.19910846698682,0.551766596751999,0.514525234377944,0.384380018213591,1.10391066316467,-0.388446014312646,-0.389601012947606
"ind_48",2.87252919756208,3.02843393838772,1.96661175119282,2.20050865273693,2.47740968261106,2.20276968663192,0.557907877832497,0.511003235136705,0.374494866639759,1.04777059409958,-0.368786245066335,-0.377307126664551
"ind_49",2.97499925442702,2.85972938948102,2.07945490869033,2.14931126142833,2.46258684790442,2.25291329894561,0.52245405622518,0.5034460624099,0.358357548229547,1.3322354079794,-0.498610055995501,-0.506552984407641
"ind_49",2.93098338290837,2.83081956975874,2.10887680304195,2.15550224214882,2.46283239845832,2.24676226464078,0.525592572657313,0.500922237699357,0.350257227392268,1.35480530838392,-0.481951603208192,-0.494319727398326
"ind_49",2.93797477694599,2.83738635040477,2.09910256588825,2.15238729005959,2.47579088987521,2.21402423401317,0.536911650665757,0.497252353747927,0.388370972961863,1.33704743443709,-0.45539450099627,-0.498994205239407
"ind_49",2.93978256351114,2.83059906867764,2.1431874601149,2.14859722429297,2.47645975263095,2.24308276154086,0.530323524934797,0.497864801468584,0.347446120669016,1.37492519702934,-0.490493081048319,-0.51338459356191
"ind_50",3.19068195112411,3.04128193882362,2.02389829046704,2.16208197373736,2.44354892818078,2.2910600606472,0.54320238192033,0.516765651985036,0.444003638329548,1.3026728542056,-0.406056347449332,-0.314506486535801
"ind_50",3.10761700948371,3.02858775279602,2.03901877266548,2.17092889215565,2.44746314168472,2.3268200437307,0.53031278096917,0.518346819936483,0.45429021887523,1.29955508950294,-0.456948497822965,-0.352691710616458
"ind_50",3.18453955369786,3.04385001166753,2.03099586655123,2.17503767444792,2.43329799824071,2.26865262126671,0.526777310853852,0.510598792582133,0.447652147205986,1.32912552677875,-0.440065627445275,-0.313888503063493
"ind_50",3.23828960308466,3.04237401644264,1.99547169390159,2.16034616627868,2.44217210956564,2.340840531386,0.537751049002717,0.51580289541127,0.435983886913774,1.31456898115592,-0.418085840115908,-0.337331282758872
"ind_51",2.85828925820741,2.85951964173579,2.09110575973613,2.17157960018454,2.47978070681693,2.32431549314869,0.543528115654451,0.507819567067012,0.329133623982831,1.07976304266781,-0.740778872704013,-0.343690310737359
"ind_51",2.86267424832336,2.82086899370029,2.13676742055729,2.17839786286113,2.48495682176873,2.31362069995496,0.534774110872285,0.502767356810453,0.297134654048992,1.09240163350801,-0.736266405694213,-0.360329304714101
"ind_51",2.8359146203388,2.83656797019589,2.141516214597,2.17105075672273,2.46885425641236,2.31815515465275,0.531198539237237,0.509150078202164,0.297707726530736,1.00551474390349,-0.719536402012904,-0.375865936558899
"ind_51",2.8413251265909,2.79665985141681,2.10877054119673,2.17701926273497,2.47649527163736,2.36029098249573,0.541042795286788,0.509309724820934,0.314394182668106,1.09782650368634,-0.735211786655091,-0.35644603696693
"ind_52",3.31919036815307,3.11105988797561,2.09426603632802,2.15857477707984,2.44626266157054,2.53609198622244,0.562508926202304,0.5105326189341,0.438441036798517,1.33795432545315,-0.378250249996057,-0.442666450395571
"ind_52",3.30756102223212,3.128004459784,2.06051370943225,2.16224623468896,2.44006585567358,2.50056786336704,0.567886317660405,0.509447084881664,0.412652470954416,1.29765849103516,-0.416609955593817,-0.378145178971391
"ind_52",3.19794707270822,3.10243885064249,2.04314442644501,2.15878702220627,2.44659815850271,2.49290545963601,0.566898306572206,0.508835749077338,0.414098705845926,1.36338251900141,-0.386387369562478,-0.426257919786419
"ind_52",3.20147012144742,3.09286221055618,2.07456613751103,2.1531881682998,2.43789044804279,2.49654339415559,0.565125065895612,0.506624908157619,0.407617772924069,1.36775723994476,-0.400010285655869,-0.438219001671463
"ind_53",2.90591734026648,2.96976961794609,1.78714088773644,2.15739522205598,2.50172407809878,2.24597354535454,0.544616818287461,0.500913776538463,0.501340661562961,1.18736570987326,-0.644423837401375,-0.452870223309934
"ind_53",2.91411388799849,2.9693296032899,1.79405330924578,2.15483527252569,2.50367672139273,2.25431133076798,0.539732799129157,0.498812919761223,0.488802707410945,1.17082218488437,-0.690406499917167,-0.447521836801976
"ind_53",2.91038807275559,2.9878538873153,1.7849253707966,2.14176450608563,2.50622679671167,2.25407893472547,0.5504322446801,0.499878371601814,0.48777750871649,1.17162094104854,-0.694511132860989,-0.475757719885264
"ind_53",2.94284703522553,2.96673568958437,1.79760599922325,2.15683629018915,2.5057666302821,2.275216496633,0.54969397011507,0.501461652693884,0.480973801715487,1.22791123812393,-0.649868195559344,-0.424027300986107
"ind_54",3.56631539809875,3.20933084148121,1.93184346243409,2.1981746587472,2.47192967523753,2.14512438639291,0.562056054515746,0.527442742037004,0.468765834820101,1.28836338648938,-0.403674679094263,-0.467170570709979
"ind_54",3.60312376379795,3.14926277571233,1.91864432701675,2.20045091010883,2.47641522247915,2.12935648326688,0.572293859098233,0.527343031441464,0.490391069799931,1.30193877134514,-0.386093213696087,-0.426316001326019
"ind_54",3.50221194272834,3.21746063520722,1.94067558155099,2.19921916336554,2.47602193967521,2.15272394409287,0.565152519523783,0.521813707003877,0.468066579157506,1.30950802235228,-0.414779425479688,-0.446346566358959
"ind_54",3.49787891202899,3.19550677884586,1.93404560618445,2.18981204371756,2.47538213806489,2.13136007685585,0.560127502108564,0.519888069717002,0.466430972896353,1.26477713396299,-0.399765012358132,-0.426069418034215
"ind_55",2.84519719876811,3.19929208816873,1.98269028110997,2.14487551752831,2.44918722236524,2.26789546561643,0.549630948201236,0.499911085602539,0.361571088735117,1.29008638222411,-0.297247119353587,-0.467076093086819
"ind_55",2.83434592563978,3.2206894979894,2.07148184327381,2.14678985261337,2.45045094965305,2.28597255739175,0.543911544900817,0.500689836244215,0.350839466184854,1.3244800571728,-0.339187770470505,-0.464356264306629
"ind_55",2.83489520508195,3.22838934973066,2.01039257713135,2.14214394188227,2.4508616016851,2.33619182780205,0.556398776299291,0.493276712727913,0.334628184981853,1.25618886958823,-0.300910774819653,-0.467520057744106
"ind_55",2.88854683394331,3.20184903744904,2.04928739410507,2.13232653195448,2.45156547489773,2.34118702488501,0.540266961191936,0.501234432820636,0.330272444459198,1.31545418974712,-0.259461630480385,-0.473566696252006
"ind_56",3.2062818655251,2.9778410429021,1.74372782699081,2.21499691271773,2.46474309924968,2.28508512819438,0.524262916304965,0.526474760341698,0.380354354338454,1.15255557415218,-0.544361857426478,-0.297245418170633
"ind_56",3.20425535781686,2.95617089532571,1.69431957360871,2.20751616529947,2.47587982026428,2.23685282673809,0.528765705099108,0.526210758125506,0.374809556225089,1.13585767848293,-0.575787212140079,-0.329627246824568
